post,class,prediction,implicit_class
they're like cockroaches. trying to sneak into your home & breed.,implicit_hate,implicit_hate,inferiority
lol ! well that seals it . i'm white now .,not_hate,implicit_hate,
if right to marry is redefined to simply be committed  care-giving relationship of ones choice  where does logic lead ?,not_hate,not_hate,
but bihar wants otherwise,not_hate,not_hate,
televizion is good for jew !,implicit_hate,explicit_hate,stereotypical
kerri kupec discusses planned parenthood waste and abuse on fox and friends - youtube,not_hate,not_hate,
#hydeamendment is a racist control of a medical procedure #beboldendhyde,not_hate,not_hate,
exactly ... so not alllll white people are out to get you then ? ? ?,not_hate,not_hate,
lifetime goal achieved today . 500x1 bench press . the #powerdivision marches on ! #liftwaffe,not_hate,not_hate,
uweau claire to religious students : your service doesnt count,not_hate,not_hate,
i think we know who the real heathens are. ship them back to port of origin.,implicit_hate,explicit_hate,inferiority
how does wanting cruz as trump as president and cruz as vp in august 2015 make him a cuck ?,not_hate,not_hate,
i think it'll be covered once all the #illegals are out!,implicit_hate,not_hate,threatening
your taking it in the wrong context . i had said the same thing ! but its how and why the women was killed in question . any race can use their position of power against a group they resent . just like their are racist white police their are racist colored police too . keep it real .,implicit_hate,not_hate,white_grievance
if there's a specific message that conflicts w / my convictions ... i can't promote that . - blaine adamson #freetobelieve,not_hate,not_hate,
european jewish congress slams polands lack of concern over anti-semitism,not_hate,not_hate,
you guys wildin,not_hate,not_hate,
irs agent : keep faith to yourself | fox news & commentary : todd starnes,not_hate,not_hate,
let them go. maybe we can get the libs and their pets to go.,implicit_hate,not_hate,inferiority
". tweeted this last year! enough said, i'll leave it right here. #draintheswamp #trumptrain #trump2016",implicit_hate,not_hate,threatening
white conservative women !,not_hate,not_hate,
like omg some black people did vote for trump . also  muh thomas sowell .,not_hate,implicit_hate,
since #charlottesville national review is the new huff post  huff post is the new antifa times . estab,not_hate,implicit_hate,
" i can see the huffington post headline now   "" hate group distributes hate leaflets to oppressed homeless people "" "" """,not_hate,not_hate,
germany spent 20 billion on invasion in 2016 #swrm #germany #immigrants via,implicit_hate,not_hate,incitement
Waiting for riots? White girl fatally stabbed at gov't school by...,implicit_hate,explicit_hate,stereotypical
icymi  discusses #hb2 here :,not_hate,not_hate,
a giant menorah can be placed on the white house lawn  but there's no room for a nativity scene there ? such a sad reality .,implicit_hate,implicit_hate,white_grievance
: i never said black on white crimes didn't happen . i'm just interested why you dismiss white on,not_hate,not_hate,
is there a white chamber of congress ?,not_hate,not_hate,
"  "" hate "" "" ... it's like the only word they know to harp on . a gaggle of self-hating sorry excuses for white ppl . """,not_hate,implicit_hate,
all work would be done here by white people,not_hate,implicit_hate,
"damn, african dana is a problem? what do you want done with ones here already?",implicit_hate,implicit_hate,irony
one monkey don't stop no show,implicit_hate,not_hate,inferiority
go ask a jew his opinion . it has no bearing on christians . doesnt your satanic lord tell u to kill unbelievers ? he says it a lot  no ?,implicit_hate,explicit_hate,stereotypical
might be some ways of working with other racial identity groups such as black nationalists . we want the same thing on some level .,not_hate,not_hate,
the population conspiracy ; germans and jews unite first ;,not_hate,implicit_hate,
how the vikings saved europe and got a terrible reputation | read more : via,not_hate,not_hate,
" . hitler was also left handed . also  lh is not short for  "" left handed  "" "" but literally hitler . few know this . #liftwaffe """,not_hate,implicit_hate,
there were two classes : white and bl,not_hate,implicit_hate,
hema ji will become cabinet minister for sure  and will challenge jj in tn assembly election .,not_hate,not_hate,
black and hispanics are targeted more than their white counterparts for crime,not_hate,implicit_hate,
#delhicm shameless has destructed delhi into this.ppl suffer & mlas r no where to be seen .,not_hate,not_hate,
white people is not a culture ! white people are a bunch or other people from other places  same with blacks . mexico is a country,not_hate,implicit_hate,
the courageous should meet with to discuss islamic facts. name the enemy to defeat it. #biblical #trump,implicit_hate,not_hate,threatening
end them all potus!!!!!,implicit_hate,not_hate,threatening
i dont think many people in europe care about the confederacy  we have our own rich history .,not_hate,not_hate,
when i was a little girl i was a diego italian . looked down on by teachers & now i'am a white racist . give me a brake .,implicit_hate,implicit_hate,white_grievance
if he doesen't cuck i wont doubt him again,not_hate,implicit_hate,
trump leans pro-white .,not_hate,implicit_hate,
okay  thnx . i know about amren / jared t  but it is pretty far from richmond .,not_hate,not_hate,
76 arrested statewide in ice-led multi-agency gang enforcement effort <-- good ! ! #immigration #tcot,implicit_hate,not_hate,stereotypical
you want white cops to stop killing white people ? ok . how does that work exactly ?,not_hate,implicit_hate,
oh sheeeiiiitt ! supektet white suepremist taking over !,implicit_hate,implicit_hate,incitement
white nationalist are not violent . white supremacists are . big difference . nationalist live our co,implicit_hate,implicit_hate,incitement
so are only white people included in your utopia ? legitimately asking out of curiosity .,not_hate,not_hate,
the greatest injustice in the black community is how we kill each other and blame it on the white man . this is due to brainwashing by the demokkkrats so stop blaming confederate statues  white supremacy  and the national anthem and take a look in the mirror !,not_hate,not_hate,
now you're changing your original statement . one identity group agitating p,not_hate,not_hate,
white people not really under attack  says author who attacks white people as being crazy for thinking they are under attack .,not_hate,implicit_hate,
how do you starve a black man . <repeat> put his food stamps under his work boots .,implicit_hate,implicit_hate,irony
"sharia up, pints down.",implicit_hate,explicit_hate,irony
its not a plight . its just time for them to go home .,implicit_hate,implicit_hate,incitement
this is amazing . the counter protesters look stupid af while we seem very reasonable . white america at home waking up .,not_hate,not_hate,
" : berlin is the  "" new jerusalem "" "" : more and more israeli jews moving to germany """,not_hate,not_hate,
white people get ourselves killed at a higher clip than anyone else is taking us out at  stupid . two world wars . africa didn't start those .,not_hate,implicit_hate,
everything is racist if a white person says or does it . but yes  the koran is religiously & culturally racist,implicit_hate,implicit_hate,white_grievance
black pride is acceptable . white pride is racist . right ?,not_hate,implicit_hate,
black on white violence ? emagen my shaaawk,implicit_hate,explicit_hate,irony
apple modi . fresh from italy . #beatthis :) ) :) ),not_hate,not_hate,
. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . #aprilfoolsday,explicit_hate,explicit_hate,
i got some news for you ... he hella racist,not_hate,not_hate,
anyone that thinks this is a one-off can see for themselves that these hoaxes happen all the time,not_hate,not_hate,
this is trivial . best looking man in the world ? this is nothing to lose sleep over . my point was lately  european americans act like they aren't in charge anymore . and so anything trivial triggers a reaction,not_hate,not_hate,
